Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Dur 90% (s)	Freq 75% (Hz)	BW 50% (Hz)	SPP	CALL	EXP	TRIAL
12	Spectrogram 2	1	5.919543849	6.140239936	2731.858	5981.649	0.1161	4780.371	1378.125	HARU	C1	LOLA	7
13	Spectrogram 1	1	6.317346033	6.454352637	2107.434	6829.646	0.0813	4823.438	1291.992	HARU	C1	LOLA	7
13	Spectrogram 2	1	6.317346033	6.454352637	2107.434	6829.646	0.0697	4694.238	1205.859	HARU	C1	LOLA	7
14	Spectrogram 1	1	6.641483607	6.808564831	2497.699	7732.966	0.1103	5254.102	1722.656	HARU	C1	LOLA	7
14	Spectrogram 2	1	6.641483607	6.808564831	2497.699	7732.966	0.1161	5297.168	1722.656	HARU	C1	LOLA	7
15	Spectrogram 1	1	7.044900152	7.222926265	2575.752	7246.894	0.1103	5340.234	1894.922	HARU	C1	LOLA	7
15	Spectrogram 2	1	7.044900152	7.222926265	2575.752	7246.894	0.1161	5340.234	1894.922	HARU	C1	LOLA	7
16	Spectrogram 1	1	7.440131856	7.563771961	2478.488	6409.884	0.0697	5254.102	1550.391	HARU	C1	LOLA	7
16	Spectrogram 2	1	7.440131856	7.563771961	2478.488	6409.884	0.0697	5254.102	1550.391	HARU	C1	LOLA	7
17	Spectrogram 1	1	7.859406287	8.024668401	2497.699	6049.115	0.1219	4823.438	1378.125	HARU	C1	LOLA	7
17	Spectrogram 2	1	7.859406287	8.024668401	2497.699	6049.115	0.1161	4823.438	1421.191	HARU	C1	LOLA	7
18	Spectrogram 1	1	8.078373571	8.251505310	3239.204	7376.018	0.1161	5512.500	947.461	HARU	C1	LOLA	7
18	Spectrogram 2	1	8.078373571	8.251505310	3239.204	7376.018	0.1277	5555.566	990.527	HARU	C1	LOLA	7
19	Spectrogram 1	1	8.495463669	8.676532910	2146.460	8081.674	0.1045	5254.102	1119.727	HARU	C1	LOLA	7
19	Spectrogram 2	1	8.495463669	8.676532910	2146.460	8081.674	0.1045	5254.102	1119.727	HARU	C1	LOLA	7
20	Spectrogram 1	1	8.913788247	9.127652214	2575.752	7922.389	0.1335	5770.898	1550.391	HARU	C1	LOLA	7
20	Spectrogram 2	1	8.913788247	9.127652214	2575.752	7922.389	0.1393	5727.832	1507.324	HARU	C1	LOLA	7
21	Spectrogram 1	1	9.466984660	9.887558567	1795.221	6634.513	0.3541	4392.773	2067.188	HARU	C2	LOLA	7
21	Spectrogram 2	1	9.466984660	9.887558567	1795.221	6634.513	0.3251	4392.773	2110.254	HARU	C2	LOLA	7
22	Spectrogram 1	1	9.812797134	9.958385188	507.345	7571.150	0.0871	5340.234	2067.188	HARU	C1	LOLA	7
22	Spectrogram 2	1	9.812797134	9.958385188	507.345	7571.150	0.0813	5297.168	1981.055	HARU	C1	LOLA	7
23	Spectrogram 1	1	9.956532645	10.713410587	1170.796	5034.425	0.5457	4220.508	1981.055	HARU	C2	LOLA	7
23	Spectrogram 2	1	9.956532645	10.713410587	1170.796	5034.425	0.5457	4177.441	1981.055	HARU	C2	LOLA	7
24	Spectrogram 1	1	10.072494743	10.245626482	507.345	8976.106	0.1509	4909.570	2670.117	HARU	C1	LOLA	7
24	Spectrogram 2	1	10.072494743	10.245626482	507.345	8976.106	0.1509	4909.570	2670.117	HARU	C1	LOLA	7
25	Spectrogram 1	1	10.312518290	10.458106343	741.504	8273.628	0.0987	5770.898	3531.445	HARU	C1	LOLA	7
25	Spectrogram 2	1	10.312518290	10.458106343	741.504	8273.628	0.1045	5727.832	3531.445	HARU	C1	LOLA	7
26	Spectrogram 1	1	10.505324090	10.646977331	663.451	8312.655	0.1045	4823.438	2411.719	HARU	C1	LOLA	7
26	Spectrogram 2	1	10.505324090	10.646977331	663.451	8312.655	0.1161	4780.371	2540.918	HARU	C1	LOLA	7
27	Spectrogram 1	1	14.756575442	14.910033120	2536.726	6849.198	0.0813	5512.500	1205.859	HARU	C1	LOLA	7
27	Spectrogram 2	1	14.756575442	14.910033120	2536.726	6849.198	0.0929	5555.566	1248.926	HARU	C1	LOLA	7
28	Spectrogram 1	1	15.152955840	15.268101034	3005.044	7202.705	0.0697	5598.633	1291.992	HARU	C1	LOLA	7
28	Spectrogram 2	1	15.152955840	15.268101034	3005.044	7202.705	0.0697	5641.699	1162.793	HARU	C1	LOLA	7
29	Spectrogram 1	1	15.693060757	16.849895557	1326.903	3941.681	0.9752	2325.586	172.266	HARU	C2	LOLA	7
29	Spectrogram 2	1	15.693060757	16.849895557	1326.903	3941.681	0.9752	2368.652	215.332	HARU	C2	LOLA	7
30	Spectrogram 1	1	25.091677418	25.195267777	598.643	6285.747	0.0639	4737.305	2842.383	HARU	C1	LOLA	7
30	Spectrogram 2	1	25.091677418	25.195267777	598.643	6285.747	0.0697	4737.305	2885.449	HARU	C1	LOLA	7
31	Spectrogram 1	1	25.437535551	25.544467534	798.190	6712.566	0.0639	5167.969	1981.055	HARU	C1	LOLA	7
31	Spectrogram 2	1	25.437535551	25.544467534	798.190	6712.566	0.0580	5124.902	1981.055	HARU	C1	LOLA	7
32	Spectrogram 1	1	25.731598504	25.830176426	997.738	6829.646	0.0639	5684.766	1722.656	HARU	C1	LOLA	7
32	Spectrogram 2	1	25.731598504	25.830176426	997.738	6829.646	0.0697	5641.699	1765.723	HARU	C1	LOLA	7
33	Spectrogram 1	1	26.227513371	26.329305708	997.738	7571.150	0.0580	5598.633	1636.523	HARU	C1	LOLA	7
33	Spectrogram 2	1	26.227513371	26.329305708	997.738	7571.150	0.0464	5598.633	1722.656	HARU	C1	LOLA	7
34	Spectrogram 1	1	26.636735159	26.736983893	997.738	7582.805	0.0580	5426.367	1378.125	HARU	C1	LOLA	7
34	Spectrogram 2	1	26.636735159	26.736983893	997.738	7582.805	0.0580	5426.367	1421.191	HARU	C1	LOLA	7
35	Spectrogram 1	1	26.929127300	27.014338724	1097.511	7383.258	0.0464	5512.500	1636.523	HARU	C1	LOLA	7
35	Spectrogram 2	1	26.929127300	27.014338724	1097.511	7383.258	0.0348	5512.500	1593.457	HARU	C1	LOLA	7
36	Spectrogram 1	1	27.308401678	27.420346097	1596.380	6884.389	0.0697	5340.234	1894.922	HARU	C1	LOLA	7
36	Spectrogram 2	1	27.308401678	27.420346097	1596.380	6884.389	0.0697	5340.234	1894.922	HARU	C1	LOLA	7
37	Spectrogram 1	1	28.195906706	28.311192750	1696.154	7283.484	0.0755	5684.766	1894.922	HARU	C1	LOLA	7
37	Spectrogram 2	1	28.195906706	28.311192750	1696.154	7283.484	0.0813	5727.832	1981.055	HARU	C1	LOLA	7
38	Spectrogram 1	1	29.538943150	29.642533508	1496.606	8181.448	0.0755	5684.766	861.328	HARU	C1	LOLA	7
38	Spectrogram 2	1	29.538943150	29.642533508	1496.606	8181.448	0.0697	5770.898	1162.793	HARU	C1	LOLA	7
39	Spectrogram 1	1	29.887925405	30.021709021	2536.726	5775.929	0.0987	5167.969	1636.523	HARU	C1	LOLA	7
39	Spectrogram 2	1	29.887925405	30.021709021	2536.726	5775.929	0.0929	5124.902	1636.523	HARU	C1	LOLA	7
40	Spectrogram 1	1	30.021709021	30.163362262	1443.982	7141.858	0.0929	5512.500	1808.789	HARU	C1	LOLA	7
40	Spectrogram 2	1	30.021709021	30.163362262	1443.982	7141.858	0.1045	5512.500	1851.855	HARU	C1	LOLA	7
41	Spectrogram 1	1	31.001981920	31.810655042	1053.717	4995.398	0.6676	3100.781	1119.727	HARU	C2	LOLA	7
41	Spectrogram 2	1	31.001981920	31.810655042	1053.717	4995.398	0.6618	3057.715	1033.594	HARU	C2	LOLA	7
42	Spectrogram 1	1	31.802795304	31.920839671	2770.885	6283.274	0.0871	4995.703	1464.258	HARU	C1	LOLA	7
42	Spectrogram 2	1	31.802795304	31.920839671	2770.885	6283.274	0.0929	4995.703	1464.258	HARU	C1	LOLA	7
43	Spectrogram 1	1	32.196612668	32.275140843	1600.088	7882.127	0.0522	5512.500	1722.656	HARU	C1	LOLA	7
43	Spectrogram 2	1	32.196612668	32.275140843	1600.088	7882.127	0.0464	5469.434	1765.723	HARU	C1	LOLA	7
44	Spectrogram 1	1	32.505712932	32.609431814	1297.059	7782.353	0.0697	5512.500	1636.523	HARU	C1	LOLA	7
44	Spectrogram 2	1	32.505712932	32.609431814	1297.059	7782.353	0.0580	5512.500	1636.523	HARU	C1	LOLA	7
45	Spectrogram 1	1	32.896673108	33.011642786	2302.566	7376.018	0.0755	5340.234	1378.125	HARU	C1	LOLA	7
45	Spectrogram 2	1	32.896673108	33.011642786	2302.566	7376.018	0.0813	5383.301	1421.191	HARU	C1	LOLA	7
46	Spectrogram 1	1	33.698346614	33.785228851	1995.475	7083.937	0.0522	5340.234	1808.789	HARU	C1	LOLA	7
46	Spectrogram 2	1	33.698346614	33.785228851	1995.475	7083.937	0.0580	5383.301	1894.922	HARU	C1	LOLA	7
47	Spectrogram 1	1	35.069502012	35.177274344	2263.540	8181.448	0.0813	6373.828	2497.852	HARU	C1	LOLA	7
47	Spectrogram 2	1	35.069502012	35.177274344	2263.540	8181.448	0.0813	6459.961	2454.785	HARU	C1	LOLA	7
48	Spectrogram 1	1	35.505584005	35.619199237	2494.344	8081.674	0.0755	5512.500	1894.922	HARU	C1	LOLA	7
48	Spectrogram 2	1	35.505584005	35.619199237	2494.344	8081.674	0.0813	5512.500	1851.855	HARU	C1	LOLA	7
49	Spectrogram 1	1	35.849771326	35.968171606	2380.619	7582.805	0.0755	5167.969	1722.656	HARU	C1	LOLA	7
49	Spectrogram 2	1	35.849771326	35.968171606	2380.619	7582.805	0.0813	5167.969	1722.656	HARU	C1	LOLA	7
50	Spectrogram 1	1	36.330174333	36.475762386	2809.912	8976.106	0.0871	5340.234	1636.523	HARU	C1	LOLA	7
50	Spectrogram 2	1	36.330174333	36.475762386	2809.912	8976.106	0.0813	5383.301	1636.523	HARU	C1	LOLA	7
51	Spectrogram 1	1	36.932200606	37.081723472	936.637	7532.124	0.0813	5340.234	1808.789	HARU	C1	LOLA	7
51	Spectrogram 2	1	36.932200606	37.081723472	936.637	7532.124	0.0813	5297.168	1765.723	HARU	C1	LOLA	7
52	Spectrogram 1	1	37.439791386	38.230688648	2575.752	7063.805	0.6211	6115.430	1981.055	MYLO	C2	LOLA	7
52	Spectrogram 2	1	37.439791386	38.230688648	2575.752	7063.805	0.6037	6115.430	1937.988	MYLO	C2	LOLA	7
53	Spectrogram 1	1	39.042504695	39.262854181	2263.540	13034.867	0.1625	7665.820	2670.117	HARU	C1	LOLA	7
53	Spectrogram 2	1	39.042504695	39.262854181	2263.540	13034.867	0.1625	7881.152	2885.449	HARU	C1	LOLA	7
54	Spectrogram 1	1	39.534356226	39.660270218	1209.823	10107.876	0.0987	5340.234	1894.922	HARU	C1	LOLA	7
54	Spectrogram 2	1	39.534356226	39.660270218	1209.823	10107.876	0.1045	5512.500	1937.988	HARU	C1	LOLA	7
55	Spectrogram 1	1	40.183600246	40.706930275	1404.956	4527.080	0.3831	2239.453	258.398	MYLO	C1	LOLA	7
55	Spectrogram 2	1	40.183600246	40.706930275	1404.956	4527.080	0.3831	2282.520	258.398	MYLO	C1	LOLA	7
56	Spectrogram 1	1	40.880062014	40.970567997	858.584	8480.769	0.0580	4995.703	1636.523	HARU	C1	LOLA	7
56	Spectrogram 2	1	40.880062014	40.970567997	858.584	8480.769	0.0464	4952.637	1593.457	HARU	C1	LOLA	7
57	Spectrogram 1	1	41.202716618	41.298047196	1007.770	7682.579	0.0522	5770.898	1894.922	HARU	C1	LOLA	7
57	Spectrogram 2	1	41.202716618	41.298047196	1007.770	7682.579	0.0580	5770.898	1937.988	HARU	C1	LOLA	7
58	Spectrogram 1	1	41.511911162	41.622184769	1088.391	7383.258	0.0639	5598.633	1808.789	HARU	C1	LOLA	7
58	Spectrogram 2	1	41.511911162	41.622184769	1088.391	7383.258	0.0580	5598.633	1851.855	HARU	C1	LOLA	7
59	Spectrogram 1	1	41.655220027	42.351681795	2263.540	7532.124	0.6095	6115.430	2067.188	MYLO	C2	LOLA	7
59	Spectrogram 2	1	41.655220027	42.351681795	2263.540	7532.124	0.6153	6158.496	2110.254	MYLO	C2	LOLA	7
60	Spectrogram 1	1	43.848975927	43.990629168	1209.324	6805.010	0.0755	5167.969	1205.859	HARU	C1	LOLA	7
60	Spectrogram 2	1	43.848975927	43.990629168	1209.324	6805.010	0.0697	5167.969	1205.859	HARU	C1	LOLA	7
61	Spectrogram 1	1	44.301479335	44.462806638	1128.702	6142.184	0.0929	5081.836	1464.258	HARU	C1	LOLA	7
61	Spectrogram 2	1	44.301479335	44.462806638	1128.702	6142.184	0.0929	5124.902	1507.324	HARU	C1	LOLA	7
62	Spectrogram 1	1	44.726439058	44.947293053	1007.770	7070.140	0.1451	5770.898	1636.523	HARU	C1	LOLA	7
62	Spectrogram 2	1	44.726439058	44.947293053	1007.770	7070.140	0.1509	5770.898	1550.391	HARU	C1	LOLA	7
63	Spectrogram 1	1	45.265508336	45.486030907	846.527	6937.575	0.1219	5512.500	1894.922	HARU	C1	LOLA	7
63	Spectrogram 2	1	45.265508336	45.486030907	846.527	6937.575	0.1045	5555.566	1937.988	HARU	C1	LOLA	7
64	Spectrogram 1	1	46.013122663	46.146906279	1491.499	7202.705	0.1161	6287.695	2239.453	HARU	C1	LOLA	7
64	Spectrogram 2	1	46.013122663	46.146906279	1491.499	7202.705	0.1045	6330.762	2497.852	HARU	C1	LOLA	7
65	Spectrogram 1	1	46.331842455	46.442017198	927.148	6981.764	0.0871	6029.297	2497.852	HARU	C1	LOLA	7
65	Spectrogram 2	1	46.331842455	46.442017198	927.148	6981.764	0.0929	6072.363	2583.984	HARU	C1	LOLA	7
66	Spectrogram 1	1	46.894520606	47.055847908	1289.945	7202.705	0.1161	5684.766	1291.992	HARU	C1	LOLA	7
66	Spectrogram 2	1	46.894520606	47.055847908	1289.945	7202.705	0.1161	5813.965	1464.258	HARU	C1	LOLA	7
67	Spectrogram 1	1	47.221522278	47.390719205	886.837	6407.315	0.0813	5254.102	947.461	HARU	C1	LOLA	7
67	Spectrogram 2	1	47.221522278	47.390719205	886.837	6407.315	0.0813	5211.035	1033.594	HARU	C1	LOLA	7
68	Spectrogram 1	1	47.646482001	47.811744116	967.459	6495.691	0.1045	5254.102	689.062	HARU	C1	LOLA	7
68	Spectrogram 2	1	47.646482001	47.811744116	967.459	6495.691	0.1045	5254.102	775.195	HARU	C1	LOLA	7
69	Spectrogram 1	1	48.146203157	48.370487455	1169.013	6760.822	0.1683	5512.500	1808.789	HARU	C1	LOLA	7
69	Spectrogram 2	1	48.146203157	48.370487455	1169.013	6760.822	0.1741	5555.566	1808.789	HARU	C1	LOLA	7
70	Spectrogram 1	1	48.527879945	48.622315438	886.837	7335.271	0.0639	5340.234	1464.258	HARU	C1	LOLA	7
70	Spectrogram 2	1	48.527879945	48.622315438	886.837	7335.271	0.0580	5383.301	1550.391	HARU	C1	LOLA	7
71	Spectrogram 1	1	49.212537276	49.401408263	927.148	7114.329	0.1277	5167.969	775.195	HARU	C1	LOLA	7
71	Spectrogram 2	1	49.212537276	49.401408263	927.148	7114.329	0.1277	5167.969	775.195	HARU	C1	LOLA	7
72	Spectrogram 1	1	50.291365601	50.464497340	1693.053	7158.517	0.1219	5684.766	1894.922	HARU	C1	LOLA	7
72	Spectrogram 2	1	50.291365601	50.464497340	1693.053	7158.517	0.1277	5641.699	1808.789	HARU	C1	LOLA	7
73	Spectrogram 1	1	50.641563891	50.822565254	2579.890	9058.617	0.1103	5684.766	775.195	HARU	C1	LOLA	7
73	Spectrogram 2	1	50.641563891	50.822565254	2579.890	9058.617	0.1045	5684.766	775.195	HARU	C1	LOLA	7
74	Spectrogram 1	1	51.058653989	51.259329414	1975.229	8572.545	0.1393	5684.766	1808.789	HARU	C1	LOLA	7
74	Spectrogram 2	1	51.058653989	51.259329414	1975.229	8572.545	0.1393	5641.699	1679.590	HARU	C1	LOLA	7
75	Spectrogram 1	1	52.351341863	52.622843908	1854.296	11206.399	0.2032	6201.562	2497.852	HARU	C1	LOLA	7
75	Spectrogram 2	1	52.351341863	52.622843908	1854.296	11206.399	0.2090	6244.629	2411.719	HARU	C1	LOLA	7
76	Spectrogram 1	1	52.650387594	53.398001921	2982.998	6449.726	0.4876	5770.898	1808.789	MYLO	C2	LOLA	7
76	Spectrogram 2	1	52.650387594	53.398001921	2982.998	6449.726	0.4760	5727.832	1765.723	MYLO	C2	LOLA	7
77	Spectrogram 1	1	52.709409778	52.898280765	967.459	12657.587	0.1103	5770.898	1808.789	HARU	C1	LOLA	7
77	Spectrogram 2	1	52.709409778	52.898280765	967.459	12657.587	0.1045	5727.832	1765.723	HARU	C1	LOLA	7
78	Spectrogram 1	1	57.275310318	57.511399053	1169.013	6672.445	0.1916	5598.633	2153.320	HARU	C1	LOLA	7
78	Spectrogram 2	1	57.275310318	57.511399053	1169.013	6672.445	0.1974	5598.633	2196.387	HARU	C1	LOLA	7
79	Spectrogram 1	1	57.668791542	57.877336591	967.459	7291.082	0.1625	5943.164	2067.188	HARU	C1	LOLA	7
79	Spectrogram 2	1	57.668791542	57.877336591	967.459	7291.082	0.1509	5943.164	2067.188	HARU	C1	LOLA	7
80	Spectrogram 1	1	58.133099388	58.278687441	2458.958	7070.140	0.0987	5943.164	1033.594	HARU	C1	LOLA	7
80	Spectrogram 2	1	58.133099388	58.278687441	2458.958	7070.140	0.0929	5900.098	990.527	HARU	C1	LOLA	7
81	Spectrogram 1	1	58.601342045	58.813821906	1934.918	6672.445	0.1393	5770.898	1291.992	HARU	C1	LOLA	7
81	Spectrogram 2	1	58.601342045	58.813821906	1934.918	6672.445	0.1393	5770.898	1550.391	HARU	C1	LOLA	7
