Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Dur 90% (s)	Freq 75% (Hz)	BW 50% (Hz)	SPP	CALL	EXP	TRIAL
36	Spectrogram 1	1	46.417188354	46.829765840	998.491	10400.943	0.3657	5684.766	516.797	MYAX	C1	LOLA	6
37	Spectrogram 1	1	46.975150288	47.352363990	707.264	9943.302	0.3251	5598.633	430.664	MYAX	C1	LOLA	6
38	Spectrogram 1	1	47.560617388	47.929972472	1872.170	3744.340	0.2728	2842.383	344.531	THAR	B2	LOLA	6
39	Spectrogram 1	1	48.166077351	48.869423733	2413.019	5658.113	0.5979	5426.367	258.398	MYLO	C2	LOLA	6
40	Spectrogram 1	1	49.105182296	49.647426993	1664.151	4035.566	0.3077	2670.117	430.664	THAR	B2	LOLA	6
41	Spectrogram 1	1	49.828448378	50.303894815	1331.321	4243.585	0.3135	3531.445	1033.594	THAR	B2	LOLA	6
42	Spectrogram 1	1	50.685037827	50.937169786	1497.736	7025.952	0.1045	6287.695	775.195	THAR	P2	LOLA	6
43	Spectrogram 1	1	51.227282524	51.415151587	1497.736	7136.423	0.1393	6201.562	1119.727	THAR	P2	LOLA	6
44	Spectrogram 1	1	51.683082414	51.836604524	1705.755	7435.465	0.1161	6287.695	1119.727	THAR	P2	LOLA	6
45	Spectrogram 1	1	52.186034017	52.357458567	2205.000	9809.820	0.1509	6201.562	1205.859	THAR	P2	LOLA	6
46	Spectrogram 1	1	55.941002732	56.051023395	2579.434	4285.189	0.0406	3186.914	516.797	MYSP	C1	LOLA	6
47	Spectrogram 1	1	57.614680672	58.236634721	665.660	7799.248	0.5573	5684.766	947.461	MYME	C1	LOLA	6
48	Spectrogram 1	1	58.058692634	58.934928630	2329.811	5741.321	0.7663	5426.367	861.328	MYLO	C4	LOLA	6
