Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Dur 90% (s)	Freq 75% (Hz)	BW 50% (Hz)	SPP	CALL	EXP	TRIAL
61	Spectrogram 1	1	35.895890290	36.015831290	3666.958	6368.928	0.0987	5167.969	775.195	HARU	C1	MODEL	4
62	Spectrogram 1	1	36.205338070	36.363660200	3666.958	6610.175	0.1277	4995.703	430.664	HARU	C1	MODEL	4
63	Spectrogram 1	1	36.577155180	36.730679660	3329.212	6947.921	0.1219	5081.836	602.930	HARU	C1	MODEL	4
64	Spectrogram 1	1	37.181657820	37.308795290	2605.470	7092.670	0.0987	5167.969	689.062	HARU	C1	MODEL	4
65	Spectrogram 1	1	37.622897010	37.721392330	2085.240	5934.683	0.0639	4995.703	1636.523	HARU	C1	MODEL	4
66	Spectrogram 1	1	38.114649650	38.252718310	756.101	5500.438	0.0871	4478.906	1550.391	HARU	C1	MODEL	4
67	Spectrogram 1	1	38.566963740	38.677309460	2026.477	5982.932	0.0697	4995.703	1033.594	HARU	C1	MODEL	4
68	Spectrogram 1	1	38.996352520	39.094704140	2165.089	5789.934	0.0697	4995.703	1033.594	HARU	C1	MODEL	4
69	Spectrogram 1	1	39.465850470	39.567271690	1065.021	5452.188	0.0639	4823.438	1033.594	HARU	C1	MODEL	4
70	Spectrogram 1	1	39.903106490	40.006255750	1399.234	5838.184	0.0755	4737.305	947.461	HARU	C1	MODEL	4
71	Spectrogram 1	1	40.361281120	40.502811500	1495.733	6031.182	0.0987	4823.438	1119.727	HARU	C1	MODEL	4
72	Spectrogram 1	1	41.706137320	41.821280680	1350.985	5355.689	0.0929	4565.039	2411.719	HARU	C1	MODEL	4
73	Spectrogram 1	1	42.152317850	42.257865930	1399.234	6417.177	0.0813	5167.969	1722.656	HARU	C1	MODEL	4
74	Spectrogram 1	1	43.006297780	43.174215180	3908.206	5886.433	0.1335	4995.703	258.398	HARU	C1	MODEL	4
75	Spectrogram 1	1	44.010569200	44.277584366	2004.545	7076.200	0.2380	5512.500	3100.781	HARU	C1	MODEL	4
76	Spectrogram 1	1	45.295929490	45.674943050	2074.726	4149.453	0.3309	3445.312	516.797	MYLO	C2	MODEL	4
77	Spectrogram 1	1	47.610449300	47.711285940	3473.961	6658.425	0.0813	4995.703	516.797	HARU	C1	MODEL	4
78	Spectrogram 1	1	48.489595290	48.603646990	1978.228	6706.674	0.0871	5254.102	1981.055	HARU	C1	MODEL	4
