Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Dur 90% (s)	Freq 75% (Hz)	BW 50% (Hz)	SPP	CALL	EXP	TRIAL
67	Spectrogram 1	1	42.136663923	42.236610583	2678.525	6481.074	0.0813	5340.234	1550.391	HARU	C1	LOLA	26
68	Spectrogram 1	1	42.532242066	42.643290096	3037.256	6584.068	0.0871	5598.633	1550.391	HARU	C1	LOLA	26
69	Spectrogram 1	1	43.156809142	43.253309365	2798.102	6313.666	0.0871	5254.102	1464.258	HARU	C1	LOLA	26
70	Spectrogram 1	1	43.466988431	43.549702908	2822.017	6720.228	0.0755	6459.961	1808.789	HARU	C1	LOLA	26
71	Spectrogram 1	1	43.604845893	43.701346116	2654.610	6433.243	0.0813	5340.234	1378.125	HARU	C1	LOLA	26
72	Spectrogram 1	1	44.052977864	44.149382868	2678.525	7688.778	0.0813	6804.492	2411.719	HARU	C1	LOLA	26
73	Spectrogram 1	1	44.593239266	44.659455477	2487.202	6495.691	0.0522	5426.367	1722.656	HARU	C1	LOLA	26
74	Spectrogram 1	1	44.890366726	44.986866950	2750.271	6648.482	0.0697	5254.102	1636.523	HARU	C1	LOLA	26
75	Spectrogram 1	1	45.197099579	45.307385549	2678.525	6576.735	0.0871	5512.500	1291.992	HARU	C1	LOLA	26
76	Spectrogram 1	1	45.552082544	45.658922077	2558.948	6600.651	0.0813	5426.367	1636.523	HARU	C1	LOLA	26
77	Spectrogram 1	1	46.155208940	46.241369854	2558.948	4902.657	0.0755	4565.039	1291.992	HARU	C1	LOLA	26
78	Spectrogram 1	1	46.415094557	46.499852595	2463.286	6628.257	0.0639	5426.367	1894.922	HARU	C1	LOLA	26
79	Spectrogram 1	1	46.738584408	46.841049813	2391.540	5567.735	0.0639	4737.305	1464.258	HARU	C1	LOLA	26
80	Spectrogram 1	1	47.042064579	47.113812657	2080.640	6230.561	0.0580	5167.969	1464.258	HARU	C1	LOLA	26
81	Spectrogram 1	1	47.325535067	47.403313327	2128.471	6186.373	0.0580	5081.836	1464.258	HARU	C1	LOLA	26
82	Spectrogram 1	1	47.351616779	47.510152861	3706.887	4591.757	0.1451	4392.773	258.398	THAR	P1	LOLA	26
83	Spectrogram 1	1	48.040904089	48.130511440	2032.809	7389.859	0.0755	6890.625	2411.719	HARU	C1	LOLA	26
84	Spectrogram 1	1	48.337297633	48.499280150	3969.957	4472.180	0.1277	4392.773	258.398	THAR	P1	LOLA	26
85	Spectrogram 1	1	48.437244292	48.509619460	2319.794	7150.705	0.0639	6804.492	2583.984	HARU	C1	LOLA	26
86	Spectrogram 1	1	48.760494775	48.843923805	2343.709	6849.198	0.0639	6115.430	1981.055	HARU	C1	LOLA	26
87	Spectrogram 1	1	49.116192293	49.216138953	3085.087	7222.451	0.0871	6976.758	2067.188	HARU	C1	LOLA	26
88	Spectrogram 1	1	49.520862674	49.595246973	2439.371	6716.633	0.0639	5857.031	1464.258	HARU	C1	LOLA	26
89	Spectrogram 1	1	49.901046623	49.984694303	2726.356	7158.517	0.0639	6804.492	2067.188	HARU	C1	LOLA	26
90	Spectrogram 1	1	50.511999095	50.598160009	3635.141	4424.349	0.0813	4306.641	258.398	THAR	P1	LOLA	26
91	Spectrogram 1	1	50.721443567	50.815285512	2343.709	7025.952	0.0697	6632.227	2153.320	HARU	C1	LOLA	26
92	Spectrogram 1	1	51.108232619	51.190947096	2654.610	9063.937	0.0639	7235.156	1722.656	HARU	C1	LOLA	26
93	Spectrogram 1	1	51.478476519	51.556269370	2032.809	7335.271	0.0697	6890.625	2497.852	HARU	C1	LOLA	26
94	Spectrogram 1	1	51.480447766	51.628644538	3754.718	4591.757	0.0871	4392.773	344.531	THAR	P1	LOLA	26
95	Spectrogram 1	1	51.848655628	51.925038081	2535.033	6451.503	0.0580	5254.102	1291.992	HARU	C1	LOLA	26
96	Spectrogram 1	1	52.231770934	52.331717594	2295.879	8274.729	0.0871	7235.156	2756.250	HARU	C1	LOLA	26
97	Spectrogram 1	1	52.762522163	52.838343767	2271.963	5859.273	0.0580	5167.969	1636.523	HARU	C1	LOLA	26
98	Spectrogram 1	1	53.224344660	53.317398447	2319.794	6504.989	0.0755	5340.234	1205.859	HARU	C1	LOLA	26
99	Spectrogram 1	1	53.558649006	53.651702792	2487.202	6313.666	0.0755	5598.633	1636.523	HARU	C1	LOLA	26
100	Spectrogram 1	1	53.896399787	54.023917940	2128.471	7150.705	0.1103	6718.359	2325.586	HARU	C1	LOLA	26
101	Spectrogram 1	1	54.299632864	54.389240214	2511.117	7963.829	0.0755	7235.156	2842.383	HARU	C1	LOLA	26
102	Spectrogram 1	1	54.646083214	55.245763173	2798.102	3850.380	0.4876	3617.578	344.531	MYLO	C2	LOLA	26
103	Spectrogram 1	1	54.713205250	54.785580417	2176.302	9111.768	0.0639	7235.156	2670.117	HARU	C1	LOLA	26
104	Spectrogram 1	1	55.116438326	55.195706367	2248.048	6935.466	0.0580	5770.898	1550.391	HARU	C1	LOLA	26
105	Spectrogram 1	1	55.467974854	55.574814387	1961.063	6552.820	0.0813	5684.766	1550.391	HARU	C1	LOLA	26
106	Spectrogram 1	1	55.969514849	56.086693692	3419.902	4376.518	0.0987	4220.508	258.398	THAR	P1	LOLA	26
107	Spectrogram 1	1	56.150369291	56.215851586	2774.187	6122.343	0.0639	5512.500	1464.258	HARU	C1	LOLA	26
108	Spectrogram 1	1	56.518057907	56.615638225	1984.978	6539.880	0.0697	5598.633	1722.656	HARU	C1	LOLA	26
109	Spectrogram 1	1	56.874897228	56.963728317	2463.286	6981.764	0.0697	6115.430	1808.789	HARU	C1	LOLA	26
110	Spectrogram 1	1	57.096499601	57.203339134	3850.380	4424.349	0.0697	4306.641	86.133	THAR	P1	LOLA	26
111	Spectrogram 1	1	57.238406442	57.351535905	2511.117	6539.880	0.0929	5598.633	1636.523	HARU	C1	LOLA	26
112	Spectrogram 1	1	57.548556507	57.661715195	2511.117	6893.387	0.0929	5770.898	1636.523	HARU	C1	LOLA	26
113	Spectrogram 1	1	57.975429713	58.078734017	2606.779	6937.575	0.0813	5770.898	1808.789	HARU	C1	LOLA	26
114	Spectrogram 1	1	58.372288397	58.461288474	2702.440	7158.517	0.0697	6890.625	2325.586	HARU	C1	LOLA	26
115	Spectrogram 1	1	58.533663642	58.657735358	3706.887	4424.349	0.0813	4392.773	258.398	THAR	P1	LOLA	26
116	Spectrogram 1	1	58.674967540	58.788699947	2463.286	8059.490	0.0929	7149.023	2583.984	HARU	C1	LOLA	26
117	Spectrogram 1	1	59.055952517	59.140236475	2439.371	6760.822	0.0580	5340.234	1550.391	HARU	C1	LOLA	26
