Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Dur 90% (s)	Freq 75% (Hz)	BW 50% (Hz)	SPP	CALL	EXP	TRIAL
85	Spectrogram 1	1	45.663933814	45.879683545	1597.534	4289.872	0.1509	3186.914	430.664	THAR	B1	MODEL	16
86	Spectrogram 1	1	46.380440348	46.486643705	2411.304	6942.695	0.0929	6287.695	1378.125	HARU	C1	MODEL	16
87	Spectrogram 1	1	46.572748409	46.714499298	1940.295	6387.280	0.1045	5857.031	1464.258	HARU	C1	MODEL	16
88	Spectrogram 1	1	46.823984646	46.971818978	829.464	4498.866	0.1277	3273.047	1119.727	HARU	C1	MODEL	16
89	Spectrogram 1	1	47.206821850	47.441725930	1379.050	3855.710	0.1858	3100.781	430.664	THAR	B1	MODEL	16
90	Spectrogram 1	1	47.655222397	47.754045236	1967.086	6276.196	0.0871	6029.297	1378.125	HARU	C1	MODEL	16
91	Spectrogram 1	1	47.995041516	48.131185529	2242.719	6220.655	0.1103	5943.164	2497.852	HARU	C1	MODEL	16
92	Spectrogram 1	1	48.376719574	48.602610896	1277.456	4146.700	0.1683	3100.781	430.664	THAR	B1	MODEL	16
93	Spectrogram 1	1	48.637632817	48.824943227	1942.370	6831.612	0.1393	6029.297	1550.391	HARU	C1	MODEL	16
94	Spectrogram 1	1	48.959625540	49.121548353	1210.186	3686.000	0.1335	2756.250	516.797	THAR	B1	MODEL	16
95	Spectrogram 1	1	49.490146280	49.669580342	1407.194	4410.000	0.1219	3186.914	258.398	THAR	B1	MODEL	16
