Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Dur 90% (s)	Freq 75% (Hz)	BW 50% (Hz)	SPP	CALL	EXP	TRIAL
15	Spectrogram 1	1	21.129682628	21.678810644	1040.094	2848.554	0.4760	2325.586	516.797	THAR	B2	MODEL	19
16	Spectrogram 1	1	23.086540063	23.537769702	1683.902	4244.636	0.3947	3531.445	1291.992	THAR	B2	MODEL	19
17	Spectrogram 1	1	23.619471504	24.099083226	1558.414	2964.269	0.4296	2411.719	344.531	THAR	B2	MODEL	19
18	Spectrogram 1	1	25.549833345	25.962941913	1488.371	3952.358	0.3599	3186.914	1119.727	THAR	B2	MODEL	19
19	Spectrogram 1	1	27.001272650	27.492202668	1502.926	4004.363	0.4238	3273.047	1205.859	THAR	B2	MODEL	19
20	Spectrogram 1	1	28.317681081	28.726608436	1664.151	3872.720	0.3599	3100.781	947.461	THAR	B2	MODEL	19
21	Spectrogram 1	1	29.586425724	30.186614493	1305.107	2964.269	0.5224	2411.719	516.797	THAR	B2	MODEL	19
22	Spectrogram 1	1	30.973136716	31.380896172	1217.026	3952.358	0.3599	3186.914	1205.859	THAR	B2	MODEL	19
23	Spectrogram 1	1	31.892903379	32.451918558	1343.679	3016.274	0.4876	2411.719	516.797	THAR	B2	MODEL	19
24	Spectrogram 1	1	32.745267027	33.086823245	1309.713	4264.387	0.3019	3359.180	1291.992	THAR	B2	MODEL	19
25	Spectrogram 1	1	33.388900214	33.917661704	2360.883	3879.683	0.4586	3445.312	516.797	MYLO	C2	MODEL	19
26	Spectrogram 1	1	35.295122210	36.182691870	1220.480	4291.040	0.8069	3445.312	1378.125	THAR	B2	MODEL	19
27	Spectrogram 1	1	36.723721292	37.252548132	1144.104	3068.278	0.4644	2411.719	602.930	THAR	B2	MODEL	19
28	Spectrogram 1	1	39.302984931	39.657036295	1144.104	2965.996	0.3077	2325.586	344.531	THAR	B2	MODEL	19
29	Spectrogram 1	1	40.588642147	41.288651597	2365.128	3771.428	0.6095	3359.180	516.797	MYLO	C2	MODEL	19
30	Spectrogram 1	1	42.132144778	42.523716464	1196.108	3051.967	0.3425	2325.586	430.664	THAR	B2	MODEL	19
31	Spectrogram 1	1	43.402046823	43.843090889	1672.540	3952.358	0.3889	3186.914	1033.594	THAR	B2	MODEL	19
32	Spectrogram 1	1	44.269419121	44.782929222	1300.118	2860.259	0.4470	2325.586	430.664	THAR	B2	MODEL	19
33	Spectrogram 1	1	45.620901680	46.073893670	1339.073	3861.398	0.4005	3100.781	1119.727	THAR	B2	MODEL	19
34	Spectrogram 1	1	46.392659448	46.720434138	2513.762	3830.814	0.2902	3445.312	430.664	MYLO	C2	MODEL	19
35	Spectrogram 1	1	46.984305028	47.474125628	1092.483	2963.885	0.4296	2325.586	516.797	THAR	B2	MODEL	19
36	Spectrogram 1	1	48.011693565	48.363852302	1276.130	4992.453	0.3135	3875.977	1636.523	THAR	B2	MODEL	19
37	Spectrogram 1	1	50.252462406	50.715731501	968.324	3120.283	0.4063	2411.719	602.930	THAR	B2	MODEL	19
38	Spectrogram 1	1	51.497576999	51.954251849	1722.669	4101.860	0.4005	3359.180	861.328	MYLO	C2	MODEL	19
39	Spectrogram 1	1	53.799210243	54.121854893	1352.123	3135.013	0.2902	2583.984	689.062	THAR	B2	MODEL	19
40	Spectrogram 1	1	54.598294143	54.981311753	1132.651	3027.726	0.3483	2325.586	430.664	THAR	B2	MODEL	19
41	Spectrogram 1	1	55.990560522	56.485072018	1456.132	3070.005	0.4470	2583.984	689.062	THAR	B2	MODEL	19
42	Spectrogram 1	1	56.876985697	57.575389357	1373.040	4139.460	0.6095	3273.047	1205.859	MYLO	C2	MODEL	19
43	Spectrogram 1	1	58.756685655	59.092454133	1300.118	4014.918	0.2961	3186.914	1119.727	THAR	B2	MODEL	19
44	Spectrogram 1	1	59.175062549	59.677793770	1300.118	3224.292	0.4354	2670.117	689.062	THAR	B2	MODEL	19
47	Spectrogram 1	1	37.389442080	37.837887770	1560.142	4004.363	0.4063	3273.047	1119.727	THAR	B2	MODEL	19
