Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Dur 90% (s)	Freq 75% (Hz)	BW 50% (Hz)	SPP	CALL	EXP	TRIAL
26	Spectrogram 1	1	48.931628766	49.187076792	1121.186	3812.034	0.2148	2842.383	172.266	MYAX	C3	LOLA	4
26	Spectrogram 2	1	48.931628766	49.187076792	1121.186	3812.034	0.2090	2842.383	129.199	MYAX	C3	LOLA	4
27	Spectrogram 1	1	50.442104051	50.775297129	2952.458	5643.305	0.2902	5426.367	258.398	MYME	C1	LOLA	4
27	Spectrogram 2	1	50.442104051	50.775297129	2952.458	5643.305	0.3019	5426.367	301.465	MYME	C1	LOLA	4
28	Spectrogram 1	1	50.841935744	51.214001347	2503.983	5381.695	0.3135	5340.234	430.664	MYME	C1	LOLA	4
28	Spectrogram 2	1	50.841935744	51.214001347	2503.983	5381.695	0.3135	5297.168	473.730	MYME	C1	LOLA	4
29	Spectrogram 1	1	51.336172142	51.597173387	1121.186	5792.797	0.2148	5426.367	689.062	MYME	C1	LOLA	4
29	Spectrogram 2	1	51.336172142	51.597173387	1121.186	5792.797	0.2322	5426.367	645.996	MYME	C1	LOLA	4
30	Spectrogram 1	1	53.335870061	54.379875037	1345.424	4970.593	0.7895	4565.039	947.461	MYME	C1	LOLA	4
30	Spectrogram 2	1	53.335870061	54.379875037	1345.424	4970.593	0.7895	4521.973	904.395	MYME	C1	LOLA	4
31	Spectrogram 1	1	56.577755133	56.916501428	1569.661	3288.814	0.2380	2583.984	344.531	THAR	P2	LOLA	4
31	Spectrogram 2	1	56.577755133	56.916501428	1569.661	3288.814	0.2438	2583.984	387.598	THAR	P2	LOLA	4
32	Spectrogram 1	1	56.794330633	57.494036096	1382.797	5082.712	0.6037	5081.836	1722.656	MYME	C1	LOLA	4
32	Spectrogram 2	1	56.794330633	57.494036096	1382.797	5082.712	0.5921	4995.703	1851.855	MYME	C1	LOLA	4
33	Spectrogram 1	1	58.227060866	58.454742803	784.831	4783.729	0.1567	3962.109	516.797	MYAX	C4	LOLA	4
33	Spectrogram 2	1	58.227060866	58.454742803	784.831	4783.729	0.1509	3962.109	861.328	MYAX	C4	LOLA	4
