Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Dur 90% (s)	Freq 75% (Hz)	BW 50% (Hz)	SPP	CALL	EXP	TRIAL
42	Spectrogram 1	1	37.224406983	37.437940281	1116.370	3653.254	0.1509	2583.984	516.797	MYMY	C1	MODEL	7
43	Spectrogram 1	1	38.371048908	38.592486802	1620.948	3653.254	0.1800	2756.250	344.531	MYMY	C1	MODEL	7
44	Spectrogram 1	1	39.972037968	40.209967915	1478.232	3588.018	0.1567	2756.250	430.664	MYMY	C1	MODEL	7
45	Spectrogram 1	1	41.453817799	41.705849696	1056.205	3457.544	0.1858	2670.117	516.797	MYMY	C1	MODEL	7
46	Spectrogram 1	1	42.520156075	42.753235007	1377.316	3327.071	0.1509	2842.383	344.531	MYMY	C1	MODEL	7
47	Spectrogram 1	1	42.995044082	43.182563774	1043.962	3588.018	0.1335	2670.117	516.797	MYMY	C1	MODEL	7
48	Spectrogram 1	1	44.327874255	44.506735682	1311.030	3979.438	0.1509	2842.383	430.664	MYMY	C1	MODEL	7
49	Spectrogram 1	1	45.906591901	46.122495871	956.338	3588.018	0.1509	2583.984	430.664	MYMY	C1	MODEL	7
50	Spectrogram 1	1	46.263032217	46.482672677	1506.740	3718.491	0.1741	2842.383	344.531	MYMY	C1	MODEL	7
51	Spectrogram 1	1	47.365388700	47.580880482	1358.952	3457.544	0.1567	2583.984	516.797	MYMY	C1	MODEL	7
52	Spectrogram 1	1	48.720174220	48.895189537	1478.232	3327.071	0.1393	2756.250	344.531	MYMY	C1	MODEL	7
53	Spectrogram 1	1	48.870180789	49.041027998	1375.218	3196.598	0.1451	2670.117	516.797	MYMY	C1	MODEL	7
54	Spectrogram 1	1	50.637480994	50.784614462	1329.394	3457.544	0.1045	2756.250	430.664	THAR	B1	MODEL	7
55	Spectrogram 1	1	50.738945553	50.895098145	1523.006	3392.308	0.1277	2756.250	430.664	THAR	B1	MODEL	7
56	Spectrogram 1	1	52.188330469	52.375579491	1503.592	3392.308	0.1393	2756.250	430.664	THAR	B1	MODEL	7
57	Spectrogram 1	1	52.314855055	52.466176111	1908.305	3457.544	0.1161	2842.383	430.664	THAR	B1	MODEL	7
58	Spectrogram 1	1	53.664382557	53.921265420	747.336	3588.018	0.1800	2583.984	516.797	MYMY	C1	MODEL	7
59	Spectrogram 1	1	54.593811207	54.842699333	1304.909	3914.201	0.1858	2928.516	430.664	MYMY	C1	MODEL	7
60	Spectrogram 1	1	55.521049714	55.680165647	1457.769	3327.071	0.0987	2842.383	344.531	THAR	B1	MODEL	7
61	Spectrogram 1	1	55.627436048	55.819375087	1736.030	3783.728	0.1509	2928.516	430.664	THAR	B1	MODEL	7
