Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Dur 90% (s)	Freq 75% (Hz)	BW 50% (Hz)	SPP	CALL	EXP	TRIAL
10	Spectrogram 1	1	4.699003524	5.020126478	1556.471	3564.024	0.3019	3316.113	839.795	THAR	B2	MODEL	15
18	Spectrogram 1	1	7.313238008	8.203129844	809.200	4045.900	0.7663	3273.047	1098.193	THAR	B2	MODEL	15
20	Spectrogram 1	1	9.082577903	9.636562168	830.118	3476.118	0.5108	2863.916	1162.793	THAR	B2	MODEL	15
22	Spectrogram 1	1	10.627726786	11.151675759	1141.412	3009.176	0.4180	2863.916	796.729	THAR	B2	MODEL	15
25	Spectrogram 1	1	13.063886789	13.674604382	1452.706	3112.941	0.4644	2928.516	753.662	THAR	B2	MODEL	15
29	Spectrogram 1	1	15.191594492	15.798032462	1245.176	3009.176	0.4644	2842.383	839.795	THAR	B2	MODEL	15
32	Spectrogram 1	1	17.483542209	18.137644112	1141.412	3528.000	0.5805	2971.582	753.662	THAR	B2	MODEL	15
35	Spectrogram 1	1	21.040165310	21.780105640	809.200	3528.000	0.6037	3273.047	1335.059	THAR	B2	MODEL	15
37	Spectrogram 1	1	23.622654329	24.359803451	1556.471	3837.582	0.6269	3445.312	818.262	THAR	B2	MODEL	15
39	Spectrogram 1	1	25.732314535	26.071083053	1348.941	4315.600	0.2554	3100.781	1012.061	THAR	B2	MODEL	15
41	Spectrogram 1	1	27.718768045	28.400486769	1297.059	3369.397	0.5573	2368.652	258.398	THAR	B2	MODEL	15
43	Spectrogram 1	1	29.740089613	30.497720751	828.015	4513.765	0.6734	3143.848	1507.324	THAR	B2	MODEL	15
44	Spectrogram 1	1	31.933092754	32.510437801	1193.294	3164.824	0.4876	2347.119	602.930	THAR	B2	MODEL	15
47	Spectrogram 1	1	34.285001214	34.986915734	1608.353	3164.532	0.5805	2906.982	882.861	THAR	B2	MODEL	15
49	Spectrogram 1	1	36.617750653	36.881393767	1089.529	4045.900	0.2554	3596.045	1356.592	THAR	B2	MODEL	15
54	Spectrogram 1	1	39.740783371	40.755572301	1071.638	3701.538	0.7430	2885.449	387.598	THAR	B2	MODEL	15
61	Spectrogram 1	1	52.729484577	52.984706880	1712.118	4829.826	0.2322	4801.904	2260.986	THAR	B2	MODEL	15
62	Spectrogram 1	1	53.574996120	53.976224020	944.000	2905.412	0.3715	2196.387	602.930	THAR	B2	MODEL	15
63	Spectrogram 1	1	56.088550260	56.642963335	1504.588	3911.000	0.4644	3229.980	818.262	THAR	B2	MODEL	15
